ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_kg,Arrived_on_Time,Weight_Category
4748,F,Ship,5,5,232,7,medium,M,6,5.1,0,Heavy
4749,A,Ship,5,3,199,10,medium,F,1,5.9,0,Heavy
4750,B,Ship,5,5,232,3,low,F,5,5.3,0,Heavy
4751,C,Ship,5,4,272,2,low,F,1,6,1,Heavy
4752,F,Ship,2,4,167,2,medium,M,1,4.3,0,Heavy
4753,D,Ship,3,4,272,8,high,F,10,4.1,0,Heavy
4754,F,Ship,6,2,247,4,low,M,10,1.6,0,Light
4755,A,Ship,5,5,275,4,medium,M,9,1.2,1,Light
4756,B,Ship,6,4,291,4,low,F,8,1.1,0,Light
4757,C,Ship,6,5,265,4,low,M,7,1.4,1,Light
4758,F,Ship,7,3,250,5,medium,F,4,1.2,1,Light
4759,D,Ship,7,2,291,4,low,F,8,1.3,0,Light
4760,F,Ship,6,5,255,4,low,F,9,1.2,0,Light
4761,A,Ship,6,5,290,4,medium,M,2,1.9,1,Light
4762,B,Ship,5,5,276,4,low,M,2,1.4,1,Light
4763,C,Ship,4,1,149,3,medium,F,8,1.1,0,Light
4764,F,Ship,3,3,201,6,medium,M,2,5,0,Heavy
4765,D,Ship,3,4,191,2,medium,M,8,5.7,1,Heavy
4766,F,Ship,4,4,140,3,low,F,4,5.9,1,Heavy
4767,A,Ship,5,4,199,4,medium,M,2,4.9,1,Heavy
4768,B,Ship,4,1,194,3,medium,F,9,5.8,0,Heavy
4769,C,Road,4,5,273,2,low,F,9,5.7,0,Heavy
4770,F,Road,4,4,259,2,medium,F,8,4.7,0,Heavy
4771,D,Road,4,5,180,3,medium,F,1,5.1,0,Heavy
4772,F,Road,5,4,251,2,low,F,3,5.3,1,Heavy
4773,A,Road,5,3,269,3,low,F,8,4.8,0,Heavy
4774,B,Road,6,3,274,6,medium,F,1,4.6,0,Heavy
4775,C,Road,5,2,250,2,medium,F,6,5.6,0,Heavy
4776,F,Road,3,3,265,3,medium,F,3,5.2,0,Heavy
4777,D,Road,4,5,169,10,medium,F,6,4.4,0,Heavy
4778,F,Road,3,3,211,3,high,F,4,4.4,1,Heavy
4779,A,Road,4,1,245,2,low,M,5,5.3,1,Heavy
4780,B,Road,4,5,188,2,low,F,4,4.4,0,Heavy
4781,C,Road,3,5,244,2,medium,M,8,5.7,1,Heavy
4782,F,Road,3,4,233,3,medium,F,10,4.6,0,Heavy
4783,D,Road,3,4,144,3,medium,M,8,5.9,1,Heavy
4784,F,Road,3,1,221,2,low,F,7,5.3,0,Heavy
4785,A,Road,3,5,267,2,high,M,1,4.2,1,Heavy
4786,B,Road,3,4,211,3,high,M,1,5.1,0,Heavy
4787,C,Road,4,4,205,3,low,M,6,4.3,0,Heavy
4788,F,Road,3,2,144,3,high,F,9,4.4,1,Heavy
4789,D,Road,3,4,195,7,medium,F,9,5.8,0,Heavy
4790,F,Road,5,3,232,7,medium,M,6,5.3,1,Heavy
4791,A,Flight,5,1,199,10,medium,F,8,4.1,0,Heavy
4792,B,Flight,5,5,232,3,low,F,3,5.7,1,Heavy
4793,C,Flight,5,3,272,2,low,F,4,5.1,0,Heavy
4794,F,Flight,2,2,167,2,medium,F,3,5.9,1,Heavy
4795,D,Flight,3,3,272,8,high,M,7,5.3,1,Heavy
4796,F,Flight,6,4,247,4,low,F,2,1.3,0,Light
4797,A,Flight,5,2,275,4,medium,F,10,1.1,1,Light
4798,B,Flight,6,5,291,4,low,M,9,1.4,0,Light
4799,C,Flight,6,1,265,4,low,F,7,1.6,1,Light
4800,F,Flight,7,2,250,5,medium,M,9,1.3,0,Light
4801,D,Flight,7,1,291,4,low,M,2,1.2,1,Light
4802,F,Flight,6,1,255,4,low,F,2,1.4,0,Light
4803,A,Flight,6,2,290,4,medium,F,9,1.3,0,Light
4804,B,Flight,6,3,247,4,medium,F,4,1.5,1,Light
4805,C,Flight,6,2,152,2,low,F,9,2,0,Medium
4806,F,Flight,7,5,278,4,low,F,5,1.6,1,Light
4807,D,Flight,6,1,260,4,medium,F,2,1.1,0,Light
4808,F,Flight,6,3,254,4,low,M,6,1.3,0,Light
4809,A,Flight,2,4,151,4,low,F,6,1.8,0,Light
4810,B,Flight,2,5,198,2,medium,M,4,1.9,1,Light
4811,C,Flight,6,4,243,4,low,M,9,1.4,1,Light
4812,F,Flight,6,5,245,4,low,F,8,1.4,0,Light
4813,D,Ship,6,4,300,4,low,F,8,1.3,1,Light
4814,F,Ship,6,1,303,4,medium,F,10,1,0,Light
4815,A,Ship,7,3,286,4,low,F,3,1.7,0,Light
4816,B,Ship,7,2,248,4,medium,F,1,1.2,1,Light
4817,C,Ship,6,5,244,4,low,M,9,1.8,1,Light
4818,F,Ship,7,1,290,4,low,F,9,1.9,0,Light
4819,D,Ship,4,3,260,5,low,M,10,1.8,1,Light
4820,F,Ship,6,5,310,4,medium,M,1,1.1,1,Light
4821,A,Ship,6,3,247,4,low,M,3,1.6,1,Light
4822,B,Ship,6,5,281,4,low,M,8,1.2,1,Light
4823,C,Ship,6,3,260,4,medium,M,9,1.8,0,Light
4824,F,Ship,6,1,263,4,low,F,6,1.2,0,Light
4825,D,Ship,5,1,285,4,medium,F,10,1.4,0,Light
4826,F,Ship,3,4,269,3,medium,M,9,5.1,1,Heavy
4827,A,Ship,2,5,205,6,low,M,2,5.7,0,Heavy
4828,B,Ship,3,2,109,3,low,M,4,5.7,0,Heavy
4829,C,Ship,5,4,216,2,low,F,6,4.5,0,Heavy
4830,F,Ship,3,2,184,3,medium,F,8,5,0,Heavy
4831,D,Ship,4,4,106,2,low,M,6,6,0,Heavy
4832,F,Ship,3,1,228,2,low,F,5,4.5,1,Heavy
4833,A,Ship,4,5,140,3,medium,F,8,5,0,Heavy
4834,B,Ship,4,3,251,3,medium,M,5,4.2,0,Heavy
4835,C,Ship,3,3,153,3,medium,M,5,4.6,1,Heavy
4836,F,Ship,4,4,176,2,medium,F,1,5.8,0,Heavy
4837,D,Ship,4,3,206,2,medium,F,4,5.2,1,Heavy
4838,F,Ship,3,3,189,2,low,F,9,4.7,0,Heavy
4839,A,Ship,2,2,251,6,medium,F,1,4.2,1,Heavy
4840,B,Ship,4,3,155,3,low,F,1,4.4,1,Heavy
4841,C,Ship,6,4,260,5,medium,M,2,4.7,1,Heavy
4842,F,Ship,5,1,156,6,medium,F,4,4.8,0,Heavy
4843,D,Ship,4,2,225,2,medium,M,7,5.2,1,Heavy
4844,F,Ship,6,5,284,4,medium,M,8,5.3,1,Heavy
4845,A,Ship,5,3,263,2,low,M,3,4.5,1,Heavy
4846,B,Ship,3,3,238,2,medium,M,2,5.5,0,Heavy
4847,C,Ship,5,4,267,2,low,M,7,5.3,0,Heavy
4848,F,Ship,3,3,101,2,medium,M,9,4.9,0,Heavy
4849,D,Ship,3,1,175,3,medium,M,1,4.9,0,Heavy
4850,F,Ship,4,5,261,2,low,M,3,4.1,0,Heavy
4851,A,Ship,5,3,150,3,low,M,10,4.8,1,Heavy
4852,B,Ship,3,5,206,4,medium,F,2,5.8,1,Heavy
4853,C,Ship,4,4,254,4,low,F,10,4.8,0,Heavy
4854,F,Ship,4,2,159,3,low,M,5,5,1,Heavy
4855,D,Ship,2,5,284,3,medium,M,6,4.6,0,Heavy
4856,F,Ship,3,1,170,2,low,M,9,4.1,0,Heavy
4857,A,Ship,4,5,245,3,low,F,7,4.3,0,Heavy
4858,B,Ship,4,5,152,3,medium,M,5,5.2,0,Heavy
4859,C,Ship,5,4,193,4,high,F,4,5.8,1,Heavy
4860,F,Ship,5,3,231,2,low,M,8,5.7,1,Heavy
4861,D,Ship,4,1,212,3,low,M,3,4.9,0,Heavy
4862,F,Ship,3,4,185,2,medium,M,8,5.4,1,Heavy
4863,A,Ship,4,3,223,3,low,F,10,5.6,1,Heavy
4864,B,Ship,4,1,241,4,medium,M,9,5.4,0,Heavy
4865,C,Ship,5,4,215,3,low,F,5,5.6,1,Heavy
4866,F,Ship,4,5,261,2,medium,M,6,5.9,0,Heavy
4867,D,Ship,4,3,158,5,medium,F,7,4.3,1,Heavy
4868,F,Ship,3,3,166,2,medium,F,8,5.9,0,Heavy
4869,A,Ship,4,3,280,6,high,M,8,4.5,0,Heavy
4870,B,Ship,3,2,264,3,low,F,8,5.8,0,Heavy
4871,C,Ship,3,3,204,2,medium,M,6,5.6,0,Heavy
4872,F,Ship,4,4,261,2,medium,F,9,5.3,1,Heavy
4873,D,Ship,6,4,138,3,medium,F,4,4.2,0,Heavy
4874,F,Ship,4,4,225,2,medium,M,10,4.8,1,Heavy
4875,A,Ship,4,4,238,5,low,M,1,4.8,0,Heavy
4876,B,Ship,4,5,234,3,medium,F,3,5.1,1,Heavy
4877,C,Ship,4,2,237,3,low,F,7,4.8,0,Heavy
4878,F,Ship,3,3,165,3,medium,F,4,5.9,1,Heavy
4879,D,Ship,2,1,148,2,low,M,10,5.9,1,Heavy
4880,F,Ship,5,1,148,4,high,M,2,5.8,1,Heavy
4881,A,Ship,3,3,218,3,low,F,4,5.1,1,Heavy
4882,B,Ship,4,5,218,6,low,M,5,4.4,1,Heavy
4883,C,Ship,4,3,181,4,low,F,8,5.1,0,Heavy
4884,F,Ship,2,1,138,2,low,M,8,4.9,1,Heavy
4885,D,Ship,3,4,206,3,high,M,5,4,0,Heavy
4886,F,Ship,5,1,172,2,high,F,7,5.2,0,Heavy
4887,A,Ship,4,2,160,2,high,F,5,4.3,0,Heavy
4888,B,Ship,5,2,225,4,low,M,1,4.3,1,Heavy
4889,C,Ship,6,5,206,6,low,M,2,4,1,Heavy
4890,F,Ship,5,5,232,3,low,F,2,4.5,1,Heavy
4891,D,Ship,3,4,232,3,low,F,6,4.1,0,Heavy
4892,F,Ship,3,4,197,2,low,F,3,4.9,0,Heavy
4893,A,Ship,5,1,246,3,low,F,3,5,0,Heavy
4894,B,Ship,3,4,241,3,medium,M,3,4,0,Heavy
4895,C,Ship,6,5,211,4,medium,F,4,4,0,Heavy
4896,F,Ship,3,3,162,2,low,F,9,4.9,0,Heavy
4897,D,Ship,3,1,264,4,low,M,10,4.3,0,Heavy
4898,F,Ship,5,3,211,3,low,F,5,5.1,0,Heavy
4899,A,Ship,4,5,159,5,low,F,7,4.1,0,Heavy
4900,B,Ship,5,5,166,2,high,F,2,4.6,1,Heavy
4901,C,Ship,4,4,163,6,medium,M,1,4.6,0,Heavy
4902,F,Ship,4,3,164,2,low,M,3,5.7,0,Heavy
4903,D,Ship,5,1,255,3,high,M,6,4,1,Heavy
4904,F,Ship,4,3,153,3,medium,F,6,5.7,0,Heavy
4905,A,Ship,3,1,165,2,low,M,6,4.4,0,Heavy
4906,B,Road,3,2,162,3,medium,M,6,4.5,1,Heavy
4907,C,Road,3,1,223,3,low,M,8,5.3,0,Heavy
4908,F,Road,3,4,200,2,medium,F,6,4.8,1,Heavy
4909,D,Road,3,5,194,3,medium,F,3,4.4,1,Heavy
4910,F,Road,3,1,257,2,low,M,6,4.9,1,Heavy
4911,A,Road,2,1,188,2,low,M,5,5.3,0,Heavy
4912,B,Road,3,4,221,3,medium,F,1,5.4,0,Heavy
4913,C,Road,4,4,193,2,low,F,6,4.9,1,Heavy
4914,F,Road,3,1,166,2,low,M,2,5.7,1,Heavy
4915,D,Road,4,4,212,2,medium,M,8,4.2,0,Heavy
4916,F,Road,3,2,252,3,medium,M,7,4.5,0,Heavy
4917,A,Road,3,1,155,2,low,M,7,4.2,1,Heavy
4918,B,Road,4,5,244,4,medium,F,2,5.4,1,Heavy
4919,C,Road,3,3,162,2,medium,M,7,5.7,1,Heavy
4920,F,Road,2,1,228,2,medium,M,10,4.9,1,Heavy
4921,D,Road,4,3,208,3,medium,F,3,4.8,1,Heavy
4922,F,Road,5,3,156,3,medium,M,7,4.3,0,Heavy
4923,A,Road,3,1,209,2,high,F,1,5.8,1,Heavy
4924,B,Road,4,5,203,2,medium,F,8,4.5,1,Heavy
4925,C,Road,4,4,196,5,high,F,7,4.6,0,Heavy
4926,F,Road,4,4,256,3,low,M,8,4.4,0,Heavy
4927,D,Road,4,5,159,4,medium,F,4,4.8,0,Heavy
4928,F,Flight,5,5,137,4,low,M,4,5.9,0,Heavy
4929,A,Flight,2,5,271,3,low,M,4,5.8,0,Heavy
4930,B,Flight,5,1,264,2,medium,F,3,4.1,1,Heavy
4931,C,Flight,2,2,264,3,medium,M,1,4.5,0,Heavy
4932,F,Flight,4,3,205,2,medium,M,10,4.2,1,Heavy
4933,D,Flight,5,1,266,3,low,M,10,5.9,0,Heavy
4934,F,Flight,5,4,200,3,medium,F,8,5.2,1,Heavy
4935,A,Flight,4,4,154,6,medium,F,10,4.4,1,Heavy
4936,B,Flight,3,2,178,3,low,M,4,5.1,1,Heavy
4937,C,Flight,5,2,198,3,low,F,7,5.8,1,Heavy
4938,F,Flight,3,4,218,2,medium,M,2,6,0,Heavy
4939,D,Flight,4,4,185,3,high,F,6,4.2,1,Heavy
4940,F,Flight,3,4,235,3,low,M,4,5.5,0,Heavy
4941,A,Flight,3,5,251,3,high,F,4,4.2,1,Heavy
4942,B,Flight,5,2,275,5,low,F,9,5.2,1,Heavy
4943,C,Flight,5,2,156,5,low,M,9,5.2,0,Heavy
4944,F,Flight,3,5,135,3,low,M,3,4.9,0,Heavy
4945,D,Flight,4,1,143,3,medium,M,4,4.3,0,Heavy
4946,F,Flight,5,1,240,3,high,M,10,5.3,0,Heavy
4947,A,Flight,5,2,131,5,low,F,4,4.6,1,Heavy
4948,B,Flight,4,5,142,3,medium,M,2,5.7,0,Heavy
4949,C,Flight,5,4,275,4,low,F,7,4.6,0,Heavy
4950,F,Ship,5,5,137,3,low,M,5,5.9,1,Heavy
4951,D,Ship,3,3,165,4,medium,M,3,4.2,0,Heavy
4952,F,Ship,5,4,250,2,low,F,10,4.3,0,Heavy
4953,A,Ship,4,2,242,3,medium,M,10,4.7,0,Heavy
4954,B,Ship,3,3,181,3,medium,F,3,5.6,1,Heavy
4955,C,Ship,4,4,211,3,medium,M,5,4.8,0,Heavy
4956,F,Ship,2,2,177,4,low,M,8,5.9,1,Heavy
4957,D,Ship,3,3,135,3,medium,M,2,5.9,0,Heavy
4958,F,Ship,6,4,151,3,low,F,10,5.4,1,Heavy
4959,A,Ship,5,4,250,6,low,F,1,4.3,0,Heavy
4960,B,Ship,5,5,191,4,medium,F,10,4.9,1,Heavy
4961,C,Ship,2,4,158,5,medium,F,2,4.3,1,Heavy
4962,F,Ship,3,3,229,2,medium,F,1,5.7,0,Heavy
4963,D,Ship,4,5,169,4,low,M,6,4.2,1,Heavy
4964,F,Ship,5,1,164,3,low,M,7,4.5,1,Heavy
4965,A,Ship,4,1,177,2,medium,M,6,5.6,0,Heavy
4966,B,Ship,4,4,193,3,medium,M,8,4.7,1,Heavy
4967,C,Ship,4,1,198,3,medium,F,1,4.1,0,Heavy
4968,F,Ship,3,1,268,3,low,M,2,4.7,1,Heavy
4969,D,Ship,3,3,269,3,high,M,8,5.9,0,Heavy
4970,F,Ship,4,3,275,3,low,F,3,4.8,0,Heavy
4971,A,Ship,5,5,233,3,high,M,5,5.3,0,Heavy
4972,B,Ship,2,5,259,3,low,M,3,4.8,1,Heavy
4973,C,Ship,3,5,239,6,low,F,8,5.8,1,Heavy
4974,F,Ship,3,2,134,3,medium,F,3,5.2,0,Heavy
4975,D,Ship,5,4,131,8,low,M,7,4.5,0,Heavy
4976,F,Ship,4,2,194,8,medium,M,10,6,0,Heavy
4977,A,Ship,4,5,261,3,high,F,2,5,1,Heavy
4978,B,Ship,4,2,254,10,high,M,7,5.8,0,Heavy
4979,C,Ship,4,1,161,6,low,F,2,5.7,0,Heavy
4980,F,Ship,4,5,227,2,low,M,7,4.4,0,Heavy
4981,D,Ship,3,1,165,3,high,F,10,4.2,0,Heavy
4982,F,Ship,3,2,156,7,medium,F,9,5.3,1,Heavy
4983,A,Ship,3,3,262,7,high,F,9,5.1,0,Heavy
4984,B,Ship,4,3,263,3,low,M,4,4.2,1,Heavy
4985,C,Ship,4,2,196,3,low,M,1,5.2,1,Heavy
4986,F,Ship,6,1,152,2,low,F,3,1.3,0,Light
4987,D,Ship,7,1,278,4,low,M,10,1.5,1,Light
4988,F,Ship,6,4,260,4,medium,M,1,1.7,0,Light
4989,A,Ship,6,5,254,4,low,M,7,1.7,0,Light
4990,B,Ship,2,4,151,4,low,F,2,1.2,0,Light
4991,C,Ship,2,3,198,2,medium,F,6,2,0,Medium
4992,F,Ship,6,2,243,4,low,M,9,1.3,1,Light
4993,D,Ship,6,2,245,4,low,F,10,1.4,0,Light
4994,F,Ship,3,5,268,3,low,F,6,5.6,0,Heavy
4995,A,Ship,3,3,269,3,high,F,6,4.3,1,Heavy
4996,B,Ship,4,4,275,3,low,M,10,5.7,1,Heavy
4997,C,Ship,5,2,233,3,high,M,7,5.3,1,Heavy
4998,F,Ship,2,2,259,3,low,M,6,4.8,1,Heavy
4999,D,Ship,3,3,239,6,low,M,7,4.5,1,Heavy
5000,F,Ship,3,3,134,3,medium,F,8,5,0,Heavy
5001,A,Ship,5,3,131,8,low,F,5,4.1,1,Heavy
5002,B,Ship,4,5,194,8,medium,F,9,4.8,1,Heavy
5003,C,Ship,4,2,261,3,high,M,1,4.9,0,Heavy
5004,F,Ship,4,5,254,10,high,M,7,5.5,1,Heavy
5005,D,Ship,4,3,161,6,low,M,6,5.6,1,Heavy
5006,F,Ship,4,4,227,2,low,F,7,4.9,0,Heavy
5007,A,Ship,3,4,165,3,high,M,10,4.9,0,Heavy
5008,B,Ship,3,3,156,7,medium,M,2,5.5,0,Heavy
5009,C,Ship,3,2,262,7,high,M,5,6,1,Heavy
5010,F,Ship,4,3,263,3,low,F,3,5.3,0,Heavy
5011,D,Ship,4,3,196,3,low,F,10,4.2,1,Heavy
5012,F,Ship,6,2,152,2,low,M,6,1.7,0,Light
5013,A,Ship,7,3,278,4,low,F,8,1.9,1,Light
5014,B,Ship,6,5,260,4,medium,F,10,1.8,0,Light
5015,C,Ship,6,2,254,4,low,M,4,1.4,0,Light
5016,F,Ship,2,3,151,4,low,F,3,1.4,1,Light
5017,D,Ship,2,3,198,2,medium,F,6,1.7,1,Light
5018,F,Ship,5,2,285,4,medium,F,7,1.7,1,Light
5019,A,Ship,7,1,306,4,medium,M,5,1.5,0,Light
5020,B,Ship,6,4,291,4,low,F,5,1.3,0,Light
5021,C,Ship,6,3,292,4,low,M,8,1.9,0,Light
5022,F,Ship,6,2,293,5,low,F,3,2,0,Medium
5023,D,Ship,6,4,275,4,low,F,3,1.2,0,Light
5024,F,Ship,6,5,274,4,low,M,6,1.1,0,Light
5025,A,Ship,7,2,310,4,low,F,7,1.3,0,Light
5026,B,Ship,6,5,292,4,low,M,4,1.8,1,Light
5027,C,Ship,6,3,256,5,low,F,1,2,0,Medium
5028,F,Ship,7,4,295,4,low,M,5,1.2,0,Light
5029,D,Ship,3,5,149,2,medium,M,5,1,0,Light
5030,F,Ship,6,5,294,4,medium,F,2,1.3,1,Light
5031,A,Ship,6,3,281,4,medium,F,7,1.6,1,Light
5032,B,Ship,6,4,294,4,medium,M,6,1.1,0,Light
5033,C,Ship,6,5,249,4,low,F,8,1.3,0,Light
5034,F,Ship,6,5,276,4,medium,F,6,1,1,Light
5035,D,Ship,7,5,284,4,medium,F,8,1.1,1,Light
5036,F,Ship,4,5,134,3,low,F,1,1,0,Light
5037,A,Ship,6,3,271,4,medium,F,1,1.7,0,Light
5038,B,Ship,6,2,244,4,medium,F,1,1.4,1,Light
5039,C,Ship,6,1,264,4,low,M,10,2,0,Medium
5040,F,Ship,6,5,275,4,low,M,8,1.6,1,Light
5041,D,Ship,7,3,310,4,medium,F,7,2,0,Medium
5042,F,Ship,6,2,301,5,medium,F,3,1.6,0,Light
5043,A,Road,6,3,247,4,medium,F,9,1,0,Light
5044,B,Road,4,2,224,2,low,M,9,5.6,1,Heavy
5045,C,Road,3,5,242,2,low,F,6,5.6,0,Heavy
5046,F,Road,4,1,145,2,low,F,2,5.2,0,Heavy
5047,D,Road,4,1,150,2,low,M,5,4.1,0,Heavy
5048,F,Road,4,4,266,3,low,M,4,5.9,0,Heavy
5049,A,Road,5,1,260,2,low,M,4,5.6,0,Heavy
5050,B,Road,4,1,259,3,medium,M,5,4.4,1,Heavy
5051,C,Road,4,3,192,3,low,F,10,4.1,0,Heavy
5052,F,Road,3,1,149,3,medium,M,5,4.8,1,Heavy
5053,D,Road,4,1,133,2,medium,M,1,5.3,1,Heavy
5054,F,Road,4,4,145,3,medium,F,3,5.4,1,Heavy
5055,A,Road,3,4,186,3,high,M,1,5.9,1,Heavy
5056,B,Road,5,3,267,3,medium,F,8,5.8,1,Heavy
5057,C,Road,3,3,157,4,medium,F,2,5.7,0,Heavy
5058,F,Road,4,2,174,3,low,F,3,5.9,0,Heavy
5059,D,Road,4,4,216,2,low,F,4,6,0,Heavy
5060,F,Road,4,3,143,3,low,F,2,4.7,0,Heavy
5061,A,Road,5,1,135,3,low,M,3,4.9,1,Heavy
5062,B,Road,4,2,222,3,low,M,4,5.9,0,Heavy
5063,C,Road,6,2,140,2,high,M,1,4.1,0,Heavy
5064,F,Road,4,2,209,2,medium,F,9,5.1,0,Heavy
5065,D,Flight,3,5,162,2,low,M,4,4.5,0,Heavy
5066,F,Flight,5,2,152,4,medium,M,6,5.6,0,Heavy
5067,A,Flight,4,2,236,3,medium,M,9,4.7,0,Heavy
5068,B,Flight,4,5,192,4,low,F,10,4.7,0,Heavy
5069,C,Flight,5,2,233,3,high,F,4,4.1,0,Heavy
5070,F,Flight,3,5,156,3,medium,F,2,4.2,1,Heavy
5071,D,Flight,5,1,257,3,medium,M,7,4.1,0,Heavy
5072,F,Flight,4,5,228,4,low,M,4,4.8,0,Heavy
5073,A,Flight,5,1,262,2,high,M,9,5,0,Heavy
5074,B,Flight,3,1,203,2,low,M,2,4.6,1,Heavy
5075,C,Flight,4,5,217,4,medium,F,3,6,0,Heavy
5076,F,Flight,3,1,197,5,medium,F,6,5.9,0,Heavy
5077,D,Flight,3,5,217,3,low,M,9,4.3,0,Heavy
5078,F,Flight,3,2,200,4,medium,F,4,4.9,0,Heavy
5079,A,Flight,4,3,181,3,medium,M,10,4.5,1,Heavy
5080,B,Flight,4,1,212,3,low,M,2,4.4,1,Heavy
5081,C,Flight,5,3,217,2,low,F,4,5.6,0,Heavy
5082,F,Flight,5,4,240,4,medium,F,2,5.2,0,Heavy
5083,D,Flight,3,1,161,3,low,M,9,4.9,1,Heavy
5084,F,Flight,3,4,157,3,medium,F,6,5.6,0,Heavy
5085,A,Flight,4,5,133,3,medium,M,4,5.2,1,Heavy
5086,B,Flight,4,3,138,3,low,F,2,5.6,0,Heavy
5087,C,Ship,4,3,158,3,high,M,1,5.1,1,Heavy
5088,F,Ship,5,2,243,3,high,M,2,5.7,1,Heavy
5089,D,Ship,3,2,189,3,medium,M,2,4.7,0,Heavy
5090,F,Ship,2,4,272,2,medium,M,4,4.6,0,Heavy
5091,A,Ship,4,4,168,3,low,M,6,5.5,1,Heavy
5092,B,Ship,4,4,157,3,medium,F,10,5,1,Heavy
5093,C,Ship,3,5,217,2,medium,F,6,5.2,0,Heavy
5094,F,Ship,5,3,237,4,low,F,8,5.4,0,Heavy
5095,D,Ship,4,3,133,2,low,M,9,4.1,0,Heavy
5096,F,Ship,3,4,243,2,medium,M,1,5.8,1,Heavy
5097,A,Ship,5,3,273,4,medium,M,2,4.2,1,Heavy
5098,B,Ship,5,4,202,5,low,F,6,5.2,1,Heavy
5099,C,Ship,5,5,240,2,low,F,7,4.4,1,Heavy
5100,F,Ship,3,5,275,3,low,M,6,5.1,0,Heavy
5101,D,Ship,3,5,274,3,medium,M,5,4.7,1,Heavy
5102,F,Ship,4,3,272,3,low,F,4,5.7,0,Heavy
5103,A,Ship,2,4,126,5,medium,M,2,5.5,0,Heavy
5104,B,Ship,5,3,215,2,medium,F,10,5.2,1,Heavy
5105,C,Ship,2,5,175,5,low,F,8,4.3,0,Heavy
5106,F,Ship,4,3,149,6,medium,M,5,5.5,1,Heavy
5107,D,Ship,6,1,145,3,medium,F,1,4.3,1,Heavy
5108,F,Ship,6,1,257,4,medium,F,3,5.7,1,Heavy
5109,A,Ship,4,3,136,3,medium,M,10,4.3,1,Heavy
5110,B,Ship,5,3,163,6,low,M,6,4.3,0,Heavy
5111,C,Ship,3,4,256,3,low,M,7,5,1,Heavy
5112,F,Ship,3,3,141,3,low,F,7,5,1,Heavy
5113,D,Ship,4,3,196,2,medium,F,4,4.2,1,Heavy
5114,F,Ship,5,4,154,2,low,F,5,5.5,0,Heavy
5115,A,Ship,5,3,197,3,medium,F,2,4.7,1,Heavy
5116,B,Ship,3,2,207,3,medium,F,1,4.4,0,Heavy
5117,C,Ship,4,1,258,4,low,M,5,5.7,0,Heavy
5118,F,Ship,3,3,270,3,high,F,7,4.7,1,Heavy
5119,D,Ship,5,2,139,4,low,F,9,5.1,1,Heavy
5120,F,Ship,3,5,197,3,low,M,4,5.4,0,Heavy
5121,A,Ship,5,2,176,3,low,M,9,5.7,0,Heavy
5122,B,Ship,3,1,206,3,medium,M,5,5.7,1,Heavy
5123,C,Ship,4,5,176,4,medium,M,6,5.1,0,Heavy
5124,F,Ship,2,4,208,3,medium,F,6,4.2,1,Heavy
5125,D,Ship,3,3,154,2,medium,F,1,5.7,1,Heavy
5126,F,Ship,2,2,206,5,low,F,7,5.2,0,Heavy
5127,A,Ship,3,5,253,2,low,M,8,5.5,1,Heavy
5128,B,Ship,4,5,270,3,medium,F,2,5.3,0,Heavy
5129,C,Ship,3,3,271,4,high,M,3,4,1,Heavy
5130,F,Ship,2,1,108,3,low,M,4,5.9,1,Heavy
5131,D,Ship,4,5,172,2,medium,M,7,4.6,0,Heavy
5132,F,Ship,5,1,265,3,high,M,5,5,1,Heavy
5133,A,Ship,4,4,208,5,medium,F,7,5.4,0,Heavy
5134,B,Ship,4,5,261,3,high,M,3,4.9,1,Heavy
5135,C,Ship,4,4,197,2,medium,F,1,5.2,0,Heavy
5136,F,Ship,4,4,240,2,medium,F,4,5.1,0,Heavy
5137,D,Ship,4,1,273,4,low,M,1,4.9,0,Heavy
5138,F,Ship,3,5,180,2,medium,M,1,5.9,1,Heavy
5139,A,Ship,4,2,136,2,medium,F,7,4.3,1,Heavy
5140,B,Ship,3,4,222,6,medium,F,10,4.6,1,Heavy
5141,C,Ship,4,5,231,4,medium,M,9,5.5,0,Heavy
5142,F,Ship,4,5,240,5,low,M,8,4.6,0,Heavy
5143,D,Ship,4,1,152,3,low,M,10,6,0,Heavy
5144,F,Ship,5,2,206,2,medium,F,2,5.6,1,Heavy
5145,A,Ship,2,3,274,4,medium,F,10,4.8,1,Heavy
5146,B,Ship,5,4,97,6,high,M,7,5.5,1,Heavy
5147,C,Ship,3,4,243,4,medium,F,10,4.1,0,Heavy
5148,F,Ship,3,4,106,6,medium,F,7,4.6,0,Heavy
5149,D,Ship,5,3,241,3,low,F,2,5.6,1,Heavy
5150,F,Ship,3,1,217,4,medium,F,1,5.8,1,Heavy
5151,A,Ship,4,1,241,4,medium,M,5,5.1,0,Heavy
5152,B,Ship,4,3,213,3,low,M,6,5.4,0,Heavy
5153,C,Ship,3,1,134,3,medium,M,10,4.2,0,Heavy
5154,F,Ship,3,4,162,2,medium,F,8,5,0,Heavy
5155,D,Ship,2,4,193,4,low,M,7,5.6,1,Heavy
5156,F,Ship,4,3,138,2,medium,M,9,5.3,1,Heavy
5157,A,Ship,5,4,181,5,medium,M,2,5.3,0,Heavy
5158,B,Ship,4,2,274,2,low,M,10,4.4,0,Heavy
5159,C,Ship,4,3,254,2,high,F,3,4.9,0,Heavy
